address,b0,b1,b2,b3,b4,b5,b6,b7
01E8,FF,FF,FF,FF,FF,FF,FF,FF
01F0,FF,FF,FF,FF,FF,FF,FF,FF
01F8,FF,FF,FF,FF,FF,FF,FF,FF
0200,FF,FF,FF,FF,FF,FF,FF,FF
0208,FF,FF,FF,FF,FF,FF,FF,FF
0210,FF,FF,FF,FF,FF,FF,FF,FF
0218,FF,FF,FF,FF,FF,FF,FF,FF
0220,FF,FF,FF,FF,FF,FF,FF,FF
0228,FF,FF,FF,FF,FF,FF,FF,FF
0230,FF,FF,FF,FF,FF,FF,FF,FF
0238,FF,FF,FF,FF,FF,FF,FF,FF
0240,FF,FF,FF,FF,FF,FF,FF,FF
0248,FF,FF,FF,FF,FF,FF,FF,FF
0250,FF,FF,FF,FF,FF,FF,FF,FF
0258,FF,FF,FF,FF,FF,FF,FF,FF
0260,FF,FF,FF,FF,FF,FF,FF,FF
0268,FF,FF,FF,FF,FF,FF,FF,FF
0270,FF,FF,FF,FF,FF,FF,FF,FF
0278,FF,FF,FF,FF,FF,FF,FF,FF
0280,FF,FF,FF,FF,FF,FF,FF,FF
0288,FF,FF,FF,FF,FF,FF,FF,FF
0290,FF,FF,FF,FF,FF,FF,FF,FF
0298,FF,FF,FF,FF,FF,FF,FF,FF
02A0,FF,FF,FF,FF,FF,FF,FF,FF
02A8,FF,FF,FF,FF,FF,FF,FF,FF
02B0,FF,FF,FF,FF,FF,FF,FF,FF
02B8,FF,FF,FF,FF,FF,FF,FF,FF
02C0,FF,FF,FF,FF,FF,FF,FF,FF
02C8,FF,FF,FF,FF,FF,FF,FF,FF
02D0,FF,FF,FF,FF,FF,FF,FF,FF
02D8,FF,FF,FF,FF,FF,FF,FF,FF
02E0,FF,FF,FF,FF,FF,FF,FF,FF
02E8,FF,FF,FF,FF,FF,FF,FF,FF
02F0,FF,FF,FF,FF,FF,FF,FF,FF
02F8,FF,FF,FF,FF,FF,FF,FF,FF
0300,FF,FF,FF,FF,FF,FF,FF,FF
0308,FF,FF,FF,FF,FF,FF,FF,FF
0310,FF,FF,FF,FF,FF,FF,FF,FF
0318,FF,FF,FF,FF,FF,FF,FF,FF
0320,FF,FF,FF,FF,FF,FF,FF,FF
0328,FF,FF,FF,FF,FF,FF,FF,FF
0330,FF,FF,FF,FF,FF,FF,FF,FF
0338,FF,FF,FF,FF,FF,FF,FF,FF
0340,FF,FF,FF,FF,FF,FF,FF,FF
0348,FF,FF,FF,FF,FF,FF,FF,FF
0350,FF,FF,FF,FF,FF,FF,FF,FF
0358,FF,FF,FF,FF,FF,FF,FF,FF
0360,FF,FF,FF,FF,FF,FF,FF,FF
0368,FF,FF,FF,FF,FF,FF,FF,FF
0370,FF,FF,FF,FF,FF,FF,FF,FF
0378,FF,FF,FF,FF,FF,FF,FF,FF
0380,FF,FF,FF,FF,FF,FF,FF,FF
0388,FF,FF,FF,FF,FF,FF,FF,FF
0390,FF,FF,FF,FF,FF,FF,FF,FF
0398,FF,FF,FF,FF,FF,FF,FF,FF
03A0,FF,FF,FF,FF,FF,FF,FF,FF
03A8,FF,FF,FF,FF,FF,FF,FF,FF
03B0,FF,FF,FF,FF,FF,FF,FF,FF
03B8,FF,FF,FF,FF,FF,FF,FF,FF
03C0,FF,FF,FF,FF,FF,FF,FF,FF
03C8,FF,FF,FF,FF,FF,FF,FF,FF
03D0,FF,FF,FF,FF,FF,FF,FF,FF
03D8,FF,FF,FF,FF,FF,FF,FF,FF
03E0,FF,FF,FF,FF,FF,FF,FF,FF
03E8,FF,FF,FF,FF,FF,FF,FF,FF
03F0,FF,FF,FF,FF,FF,FF,FF,FF
03F8,FF,FF,FF,FF,FF,FF,FF,FF
0400,FF,FF,FF,FF,FF,FF,FF,FF
0408,FF,FF,FF,FF,FF,FF,FF,FF
0410,FF,FF,FF,FF,FF,FF,FF,FF
0418,FF,FF,FF,FF,FF,FF,FF,FF
0420,FF,FF,FF,FF,FF,FF,FF,FF
0428,FF,FF,FF,FF,FF,FF,FF,FF
0430,FF,FF,FF,FF,FF,FF,FF,FF
0438,FF,FF,FF,FF,FF,FF,FF,FF
0440,FF,FF,FF,FF,FF,FF,FF,FF
0448,FF,FF,FF,FF,FF,FF,FF,FF
0450,FF,FF,FF,FF,FF,FF,FF,FF
0458,FF,FF,FF,FF,FF,FF,FF,FF
0460,FF,FF,FF,FF,FF,FF,FF,FF
0468,FF,FF,FF,FF,FF,FF,FF,FF
0470,FF,FF,FF,FF,FF,FF,FF,FF
0478,FF,FF,FF,FF,FF,FF,FF,FF
0480,FF,FF,FF,FF,FF,FF,FF,FF
0488,FF,FF,FF,FF,FF,FF,FF,FF
0490,FF,FF,FF,FF,FF,FF,FF,FF
0498,FF,FF,FF,FF,FF,FF,FF,FF
04A0,FF,FF,FF,FF,FF,FF,FF,FF
04A8,FF,FF,FF,FF,FF,FF,FF,FF
04B0,FF,FF,FF,FF,FF,FF,FF,FF
04B8,FF,FF,FF,FF,FF,FF,FF,FF
04C0,FF,FF,FF,FF,FF,FF,FF,FF
04C8,FF,FF,FF,FF,FF,FF,FF,FF
04D0,FF,FF,FF,FF,FF,FF,FF,FF
04D8,FF,FF,FF,FF,FF,FF,FF,FF
04E0,FF,FF,FF,FF,FF,FF,FF,FF
04E8,FF,FF,FF,FF,FF,FF,FF,FF
04F0,FF,FF,FF,FF,FF,FF,FF,FF
04F8,FF,FF,FF,FF,FF,FF,FF,FF
0500,FF,FF,FF,FF,FF,FF,FF,FF
0508,FF,FF,FF,FF,FF,FF,FF,FF
0510,FF,FF,FF,FF,FF,FF,FF,FF
0518,FF,FF,FF,FF,FF,FF,FF,FF
0520,FF,FF,FF,FF,FF,FF,FF,FF
0528,FF,FF,FF,FF,FF,FF,FF,FF
0530,FF,FF,FF,FF,FF,FF,FF,FF
0538,FF,FF,FF,FF,FF,FF,FF,FF
0540,FF,FF,FF,FF,FF,FF,FF,FF
0548,FF,FF,FF,FF,FF,FF,FF,FF
0550,FF,FF,FF,FF,FF,FF,FF,FF
0558,FF,FF,FF,FF,FF,FF,FF,FF
0560,FF,FF,FF,FF,FF,FF,FF,FF
0568,FF,FF,FF,FF,FF,FF,FF,FF
0570,FF,FF,FF,FF,FF,FF,FF,FF
0578,FF,FF,FF,FF,FF,FF,FF,FF
0580,FF,FF,FF,FF,FF,FF,FF,FF
0588,FF,FF,FF,FF,FF,FF,FF,FF
0590,FF,FF,FF,FF,FF,FF,FF,FF
0598,FF,FF,FF,FF,FF,FF,FF,FF
05A0,FF,FF,FF,FF,FF,FF,FF,FF
05A8,FF,FF,FF,FF,FF,FF,FF,FF
05B0,FF,FF,FF,FF,FF,FF,FF,FF
05B8,FF,FF,FF,FF,FF,FF,FF,FF
05C0,FF,FF,FF,FF,FF,FF,FF,FF
05C8,FF,FF,FF,FF,FF,FF,FF,FF
05D0,FF,FF,FF,FF,FF,FF,FF,FF
05D8,FF,FF,FF,FF,FF,FF,FF,FF
05E0,FF,FF,FF,FF,FF,FF,FF,FF
05E8,FF,FF,FF,FF,FF,FF,FF,FF
05F0,FF,FF,FF,FF,FF,FF,FF,FF
05F8,FF,FF,FF,FF,FF,FF,FF,FF
0600,FF,FF,FF,FF,FF,FF,FF,FF
0608,FF,FF,FF,FF,FF,FF,FF,FF
0610,FF,FF,FF,FF,FF,FF,FF,FF
0618,FF,FF,FF,FF,FF,FF,FF,FF
0620,FF,FF,FF,FF,FF,FF,FF,FF
0628,FF,FF,FF,FF,FF,FF,FF,FF
0630,FF,FF,FF,FF,FF,FF,FF,FF
0638,FF,FF,FF,FF,FF,FF,FF,FF
0640,FF,FF,FF,FF,FF,FF,FF,FF
0648,FF,FF,FF,FF,FF,FF,FF,FF
0650,FF,FF,FF,FF,FF,FF,FF,FF
0658,FF,FF,FF,FF,FF,FF,FF,FF
0660,FF,FF,FF,FF,FF,FF,FF,FF
0668,FF,FF,FF,FF,FF,FF,FF,FF
0670,FF,FF,FF,FF,FF,FF,FF,FF
0678,FF,FF,FF,FF,FF,FF,FF,FF
0680,FF,FF,FF,FF,FF,FF,FF,FF
0688,FF,FF,FF,FF,FF,FF,FF,FF
0690,FF,FF,FF,FF,FF,FF,FF,FF
0698,FF,FF,FF,FF,FF,FF,FF,FF
06A0,FF,FF,FF,FF,FF,FF,FF,FF
06A8,FF,FF,FF,FF,FF,FF,FF,FF
06B0,FF,FF,FF,FF,FF,FF,FF,FF
06B8,FF,FF,FF,FF,FF,FF,FF,FF
06C0,FF,FF,FF,FF,FF,FF,FF,FF
06C8,FF,FF,FF,FF,FF,FF,FF,FF
06D0,FF,FF,FF,FF,FF,FF,FF,FF
06D8,FF,FF,FF,FF,FF,FF,FF,FF
06E0,FF,FF,FF,FF,FF,FF,FF,FF
06E8,FF,FF,FF,FF,FF,FF,FF,FF
06F0,FF,FF,FF,FF,FF,FF,FF,FF
06F8,FF,FF,FF,FF,FF,FF,FF,FF
0700,FF,FF,FF,FF,FF,FF,FF,FF
0708,FF,FF,FF,FF,FF,FF,FF,FF
0710,FF,FF,FF,FF,FF,FF,FF,FF
0718,FF,FF,FF,FF,FF,FF,FF,FF
0720,FF,FF,FF,FF,FF,FF,FF,FF
0728,FF,FF,FF,FF,FF,FF,FF,FF
0730,FF,FF,FF,FF,FF,FF,FF,FF
0738,FF,FF,FF,FF,FF,FF,FF,FF
0740,FF,FF,FF,FF,FF,FF,FF,FF
0748,FF,FF,FF,FF,FF,FF,FF,FF
0750,FF,FF,FF,FF,FF,FF,FF,FF
0758,FF,FF,FF,FF,FF,FF,FF,FF
0760,FF,FF,FF,FF,FF,FF,FF,FF
0768,FF,FF,FF,FF,FF,FF,FF,FF
0770,FF,FF,FF,FF,FF,FF,FF,FF
0778,FF,FF,FF,FF,FF,FF,FF,FF
0780,FF,FF,FF,FF,FF,FF,FF,FF
0788,FF,FF,FF,FF,FF,FF,FF,FF
0790,FF,FF,FF,FF,FF,FF,FF,FF
0798,FF,FF,FF,FF,FF,FF,FF,FF
07A0,FF,FF,FF,FF,FF,FF,FF,FF
07A8,FF,FF,FF,FF,FF,FF,FF,FF
07B0,FF,FF,FF,FF,FF,FF,FF,FF
07B8,FF,FF,FF,FF,FF,FF,FF,FF
07C0,FF,FF,FF,FF,FF,FF,FF,FF
07C8,FF,FF,FF,FF,FF,FF,FF,FF
07D0,FF,FF,FF,FF,FF,FF,FF,FF
07D8,FF,FF,FF,FF,FF,FF,FF,FF
07E0,FF,FF,FF,FF,FF,FF,FF,FF
07E8,FF,FF,FF,FF,FF,FF,FF,FF
07F0,FF,FF,FF,FF,FF,FF,FF,FF
07F8,FF,FF,FF,FF,FF,FF,FF,FF
0800,78,D8,A2,3F,9A,A9,00,95
0808,00,CA,10,FB,A9,0F,85,00
0810,85,80,85,01,85,81,A9,FF
0818,85,02,85,83,85,03,85,82
0820,85,22,A9,8C,85,85,A9,00
0828,85,84,85,88,A9,10,85,8F
0830,A9,09,85,19,58,20,4A,08
0838,20,56,0A,20,61,0C,20,FE
0840,0C,20,0B,0E,20,25,0E,4C
0848,35,08,A5,23,F0,04,A9,FF
0850,85,02,A2,00,86,0F,86,11
0858,86,23,E8,86,10,A5,16,29
0860,80,85,16,A5,00,09,09,85
0868,00,85,80,20,DB,0B,A5,11
0870,29,01,05,10,D0,34,A9,0F
0878,85,01,85,81,A9,FF,85,82
0880,85,03,A5,02,09,F0,85,02
0888,85,83,A5,13,4A,B0,0C,A5
0890,13,29,02,F0,0B,20,0E,0F
0898,4C,A0,08,A9,00,20,90,0E
08A0,A9,00,85,12,85,13,85,14
08A8,85,15,A5,22,D0,03,20,C2
08B0,0A,20,DB,0B,20,FC,0B,A5
08B8,1A,29,09,F0,B1,A5,1A,29
08C0,08,D0,03,A9,01,2C,A9,08
08C8,85,06,20,2E,0C,A2,20,A5
08D0,80,25,06,D0,D5,CA,D0,F7
08D8,A5,0F,4A,B0,38,A5,80,49
08E0,09,25,06,D0,F3,A2,0A,20
08E8,3B,0C,F0,4C,A2,00,20,3B
08F0,0C,D0,22,20,2E,0C,A5,0F
08F8,4A,B0,1A,A5,80,25,06,D0
0900,F5,A5,12,4A,90,07,A2,02
0908,20,3B,0C,F0,0B,A2,04,20
0910,3B,0C,D0,01,60,4C,4F,0A
0918,20,2E,0C,A5,0F,4A,B0,F5
0920,A5,80,25,06,F0,F5,A2,00
0928,EA,EA,EA,CA,D0,FA,A5,0F
0930,09,02,85,0F,60,4C,AA,08
0938,20,2E,0C,A5,0F,4A,B0,D5
0940,A5,80,25,06,D0,F5,A2,0C
0948,20,3B,0C,D0,C8,A9,00,85
0950,2D,A0,03,20,C9,0A,20,2E
0958,0C,A2,00,20,78,0B,E8,F0
0960,B4,A5,80,25,06,F0,F7,20
0968,54,0B,30,A9,85,2C,20,C9
0970,0A,20,79,0B,E8,F0,9E,A5
0978,80,25,06,D0,F7,20,6D,0B
0980,30,93,46,2C,26,2D,88,D0
0988,CA,A5,2D,29,04,D0,03,A0
0990,0A,2C,A0,10,20,C9,0A,A2
0998,00,20,78,0B,E8,D0,03,4C
09A0,4F,0A,A5,80,25,06,F0,F4
09A8,20,54,0B,10,03,4C,4F,0A
09B0,85,2C,20,C9,0A,20,79,0B
09B8,E8,F0,A4,A5,80,25,06,D0
09C0,F7,20,6D,0B,30,E7,A5,2C
09C8,4A,26,09,26,0A,88,D0,C4
09D0,A5,02,29,4F,85,02,A5,2D
09D8,AA,29,03,0A,0A,0A,0A,05
09E0,02,85,02,8A,29,04,D0,26
09E8,A5,02,29,F0,85,02,A5,09
09F0,29,3F,49,7F,85,03,A2,06
09F8,46,0A,66,09,CA,D0,F9,A5
0A00,09,29,0F,05,02,49,3F,85
0A08,02,A9,01,85,23,60,A5,1B
0A10,18,65,0A,85,1B,F0,07,10
0A18,03,C6,1B,2C,E6,1B,A5,1C
0A20,18,65,09,85,1C,F0,07,10
0A28,03,C6,1C,2C,E6,1C,A9,00
0A30,85,20,85,21,85,10,AA,20
0A38,3B,0A,E8,B5,1B,F0,09,10
0A40,03,A9,01,2C,A9,FF,95,20
0A48,A5,16,09,80,85,16,60,A5
0A50,0F,09,01,85,0F,60,A5,0F
0A58,29,03,05,16,05,23,D0,F5
0A60,A2,04,95,09,CA,10,FB,A0
0A68,04,20,8A,0A,A5,0D,4A,4A
0A70,4A,4A,85,0E,C9,02,D0,03
0A78,A9,04,2C,A9,00,05,0F,85
0A80,0F,29,04,D0,03,A0,14,2C
0A88,A0,24,20,2E,0C,A5,0F,4A
0A90,B0,BD,A5,80,25,06,F0,F5
0A98,A5,0F,4A,B0,B2,A5,80,25
0AA0,06,D0,F5,A2,06,20,3B,0C
0AA8,F0,09,A2,08,20,3B,0C,D0
0AB0,9E,38,24,18,66,0D,66,0C
0AB8,66,0B,66,0A,66,09,88,D0
0AC0,C9,60,A5,1F,D0,02,F0,06
0AC8,60,A5,1F,D0,3D,78,8A,48
0AD0,A2,00,20,2D,0B,A2,01,20
0AD8,2D,0B,68,AA,A5,80,85,28
0AE0,84,2A,A5,02,09,0F,A4,1D
0AE8,59,4C,0B,A4,1E,59,50,0B
0AF0,85,02,A9,01,85,1F,A4,2A
0AF8,A5,80,85,29,A9,01,85,1F
0B00,A5,1B,05,1C,D0,02,85,16
0B08,58,60,78,8A,48,A5,80,85
0B10,26,20,46,0B,A5,80,85,27
0B18,20,46,0B,A5,80,85,28,20
0B20,46,0B,A5,80,85,29,20,46
0B28,0B,68,AA,58,60,A5,80,95
0B30,26,B5,1D,18,75,20,29,03
0B38,95,1D,B5,1B,18,75,20,95
0B40,1B,D0,02,95,20,60,A2,02
0B48,CA,D0,FD,60,08,00,02,0A
0B50,05,04,00,01,E0,01,90,12
0B58,E0,1A,B0,0E,E0,08,90,07
0B60,E0,09,90,06,A9,01,60,A9
0B68,00,60,A9,FF,60,E0,0D,90
0B70,F9,E0,30,B0,F5,A9,00,60
0B78,60,A5,26,25,06,F0,16,E8
0B80,A5,27,25,06,F0,0F,E8,A5
0B88,28,25,06,F0,08,E8,A5,29
0B90,25,06,F0,01,E8,60,48,A9
0B98,8C,85,85,A9,00,85,84,85
0BA0,88,E6,10,D0,02,E6,11,A5
0BA8,0F,10,19,A5,04,18,69,01
0BB0,85,04,A5,05,69,00,29,0F
0BB8,85,05,05,04,D0,06,A5,0F
0BC0,09,01,85,0F,A5,10,4A,90
0BC8,10,A5,16,10,0C,A5,02,85
0BD0,83,A5,03,85,82,A9,00,85
0BD8,1F,68,40,A5,17,48,A5,80
0BE0,29,09,85,17,68,49,FF,25
0BE8,17,85,18,A5,19,48,A5,17
0BF0,49,09,85,19,68,49,FF,25
0BF8,19,85,1A,60,A5,81,29,0B
0C00,F0,1E,AA,45,24,F0,1B,86
0C08,24,8A,48,BD,23,0C,20,AD
0C10,0E,A0,00,88,D0,FD,68,AA
0C18,BD,23,0C,09,80,4C,AD,0E
0C20,85,24,60,00,72,73,74,00
0C28,00,00,00,75,76,77,A9,00
0C30,85,04,85,05,A5,0F,09,80
0C38,85,0F,60,A5,0F,29,7F,85
0C40,0F,A5,04,DD,53,0C,90,08
0C48,DD,54,0C,B0,03,A9,00,60
0C50,A9,FF,60,3A,FA,0D,1F,26
0C58,32,04,0A,0B,12,06,13,01
0C60,06,A5,0F,29,03,05,16,05
0C68,23,D0,3C,A5,0F,29,04,D0
0C70,37,A5,0B,85,26,A5,0C,85
0C78,28,29,0F,85,27,A5,0D,85
0C80,29,A2,04,46,29,66,28,CA
0C88,D0,F9,A5,26,45,28,49,FF
0C90,D0,65,A5,27,45,29,49,0F
0C98,D0,5D,A2,04,46,0C,66,0B
0CA0,CA,D0,F9,A5,0B,85,07,60
0CA8,A5,09,85,26,A5,0A,85,27
0CB0,A5,0B,85,29,29,0F,85,28
0CB8,A5,0C,85,2A,A5,0D,85,2B
0CC0,A2,04,46,2B,66,2A,66,29
0CC8,CA,D0,F7,A5,26,45,29,49
0CD0,FF,D0,24,A5,27,45,2A,49
0CD8,FF,D0,1C,A5,28,45,2B,49
0CE0,0F,D0,14,A2,04,46,0B,66
0CE8,0A,66,09,CA,D0,F7,A5,09
0CF0,85,07,A5,0A,85,08,60,A5
0CF8,0F,09,01,85,0F,60,A5,0F
0D00,29,01,05,16,05,23,D0,12
0D08,A5,0E,29,0F,C9,03,B0,0A
0D10,0A,AA,BD,1C,0D,48,BD,1B
0D18,0D,48,60,42,0D,6B,0D,20
0D20,0D,4C,0E,0F,60,A6,0E,A5
0D28,07,29,03,49,07,0A,0A,0A
0D30,0A,E0,00,F0,03,85,03,60
0D38,85,26,A5,02,29,0F,05,26
0D40,85,02,60,A9,0F,85,01,20
0D48,25,0D,A5,07,4A,4A,C9,0B
0D50,90,21,C9,19,90,32,C5,14
0D58,D0,03,85,14,60,AA,A5,81
0D60,29,04,F0,F8,8A,85,14,A9
0D68,01,4C,90,0E,A9,0F,85,01
0D70,20,25,0D,A5,0E,F0,1D,C9
0D78,02,F0,0C,A5,07,29,3C,49
0D80,3C,4A,4A,05,03,85,03,60
0D88,38,E9,0F,0A,0A,0A,0A,09
0D90,0F,85,01,60,A5,0F,29,02
0D98,F0,03,20,9D,0D,A0,04,A5
0DA0,07,4A,4A,29,03,0A,0A,85
0DA8,26,A5,07,4A,4A,4A,4A,29
0DB0,03,0A,0A,85,27,A5,02,09
0DB8,0F,85,02,A6,26,A5,02,5D
0DC0,EB,0D,85,02,E8,86,26,A6
0DC8,27,A5,02,5D,FB,0D,85,02
0DD0,E8,86,27,A5,02,85,83,A9
0DD8,00,85,10,A5,10,C9,02,90
0DE0,FA,88,D0,D1,A5,02,09,0F
0DE8,85,02,60,00,00,00,00,04
0DF0,05,01,00,01,05,04,00,00
0DF8,00,00,00,00,00,00,00,08
0E00,0A,02,00,02,0A,08,00,00
0E08,00,00,00,A5,0F,29,01,05
0E10,16,D0,11,A5,00,85,80,A5
0E18,01,85,81,A5,02,85,83,A5
0E20,03,85,82,60,60,A5,0F,29
0E28,01,05,16,D0,55,A9,00,85
0E30,10,85,11,A5,00,09,09,85
0E38,80,A5,13,29,02,F0,08,A9
0E40,40,85,26,A9,06,85,27,A5
0E48,80,25,06,D0,38,A5,10,38
0E50,E5,26,A5,11,E5,27,90,EF
0E58,A9,0F,85,81,A9,FF,85,83
0E60,85,82,A5,13,4A,B0,10,A5
0E68,13,29,02,F0,15,20,0E,0F
0E70,A9,00,85,13,4C,7C,0E,A9
0E78,00,20,90,0E,A9,00,85,14
0E80,85,15,A9,00,2C,A9,01,85
0E88,12,A9,00,85,0F,85,22,60
0E90,85,13,A5,07,4A,4A,38,E9
0E98,20,AA,BD,02,0F,0A,85,26
0EA0,A5,13,29,01,49,01,05,26
0EA8,85,26,4C,B4,0E,0A,90,02
0EB0,09,01,85,26,78,A5,81,29
0EB8,04,F0,FA,A5,81,29,FB,85
0EC0,81,A5,00,09,06,85,00,85
0EC8,80,A2,08,06,26,B0,06,A5
0ED0,80,09,02,D0,04,A5,80,29
0ED8,FD,85,80,20,ED,0E,CA,D0
0EE0,EA,A5,00,85,80,A5,81,09
0EE8,04,85,81,58,60,A0,08,88
0EF0,D0,FD,A5,80,29,FB,85,80
0EF8,A0,08,88,D0,FD,09,04,85
0F00,80,60,1D,1E,1F,45,2D,2E
0F08,2F,0F,3D,3E,3F,43,A5,07
0F10,C5,14,D0,0F,A5,08,C5,15
0F18,D0,40,A5,07,85,14,A5,08
0F20,85,15,60,A5,07,F0,1F,85
0F28,14,A9,00,85,27,A5,14,A0
0F30,00,A2,08,4A,B0,05,C8,CA
0F38,D0,F9,60,B9,52,0F,0A,05
0F40,27,85,26,4C,B4,0E,A9,01
0F48,85,27,A5,14,A2,00,86,14
0F50,F0,DD,61,65,67,63,60,64
0F58,66,62,A5,08,F0,12,85,15
0F60,A8,A9,00,85,27,B9,7C,0F
0F68,0A,05,27,85,26,4C,B4,0E
0F70,A9,01,85,27,A4,15,A9,00
0F78,85,15,F0,E9,00,00,01,02
0F80,03,04,05,06,07,08,09,0A
0F88,0B,0C,41,42,10,11,12,13
0F90,14,15,16,17,18,19,1A,1B
0F98,44,00,20,21,22,23,24,25
0FA0,26,27,28,29,2A,00,00,00
0FA8,31,32,33,34,35,36,37,38
0FB0,39,3A,00,00,00,3B,00,50
0FB8,51,52,53,54,55,56,57,58
0FC0,59,00,00,00,00,00,00,00
0FC8,00,00,00,00,00,00,00,00
0FD0,45,46,5F,4C,4F,4E,4D,00
0FD8,00,00,00,00,00,00,00,00
0FE0,00,00,00,00,00,00,0D,00
0FE8,00,00,00,00,3D,3E,3F,2D
0FF0,2E,2F,1D,1E,1F,0F,3C,4A
0FF8,43,FF,DA,0B,00,08,96,0B
